UniqueID,Probability1
6533,0.0639432959597454
6534,0.165446133057711
6535,0.889405134416455
6536,0.203622231699189
6537,0.462528689999637
6538,0.772691851599173
6539,0.935660995319726
6540,0.0581487140341922
6541,0.0450965455149617
6542,0.0276055808295447
6543,0.0190705276308783
6544,0.938115386425878
6545,0.0328408067021956
6546,0.0356547120062478
6547,0.00920254405494468
6548,0.813219843235195
6549,0.780875198468298
6550,0.146834714736286
6551,0.423514344781215
6552,0.0747178305668772
6553,0.152237278470943
6554,0.0655265529666848
6555,0.724660515450691
6556,0.0446707289156204
6557,0.00562082856531343
6558,0.549015244170477
6559,0.0431239322863557
6560,0.731691782590028
6561,0.335748529872964
6562,0.0333395101289695
6563,0.00330290198096428
6564,0.0651133853230928
6565,0.0190705813884149
6566,0.089902000737712
6567,0.122988746780663
6568,0.82342128543672
6569,0.632331056583838
6570,0.0447980976382193
6571,0.0680816409023181
6572,0.740010395762485
6573,0.710599235485691
6574,0.747952544127149
6575,0.0568983390770429
6576,0.642762294704134
6577,0.00375846205946639
6578,0.019766336938044
6579,0.0667560992004513
6580,0.0327291332418559
6581,0.713190169485729
6582,0.0249700124712298
6583,0.028576337932616
6584,0.173584508404458
6585,0.0454770287366859
6586,0.147675628555048
6587,0.123592526174172
6588,0.00901648826223076
6589,0.00990541696993317
6590,0.151760325679493
6591,0.817696711064912
6592,0.0172022139430617
6593,0.0109286364093475
6594,0.0540344436123054
6595,0.0330907108091498
6596,0.0330762918489266
6597,0.0311132830931988
6598,0.0211514398501826
6599,0.00326974613722525
6600,0.425816146824797
6601,0.127178162896097
6602,0.0159867489385001
6603,0.00893007722175943
6604,0.0538258008651613
6605,0.122829040256772
6606,0.58590340546098
6607,0.0394940724967488
6608,0.821780859547277
6609,0.682603514432552
6610,0.00680958033467798
6611,0.0840704304872049
6612,0.116284116272107
6613,0.0358011880539216
6614,0.0324368594786204
6615,0.0322737883936575
6616,0.351227355138414
6617,0.223821901634149
6618,0.0559693818276556
6619,0.147356944687786
6620,0.0121069626511974
6621,0.0488562202235235
6622,0.142134910060695
6623,0.0424812139910167
6624,0.018115037472196
6625,0.0715740105100798
6626,0.00354016770808052
6627,0.0363520933672388
6628,0.00811257044302594
6629,0.0368038561284901
6630,0.0135629178032774
6631,0.119181442338526
6632,0.292421791597811
6633,0.784757999297426
6634,0.0209447617289464
6635,0.556206747211048
6636,0.32866388636503
6637,0.358411206408248
6638,0.340522667753839
6639,0.232073373332755
6640,0.281785299448428
6641,0.324569321372613
6642,0.300943064664648
6643,0.346447212575185
6644,0.33080813952869
6645,0.0192674268755605
6646,0.416870297263386
6647,0.0396391429152069
6648,0.0712013120218213
6649,0.20493591307107
6650,0.741147881232771
6651,0.00501650073862952
6652,0.0608784512683669
